2,0.01969
3,0.02045
4,0.02089
5,0.02093
6,0.02099
7,0.02103
8,0.02129
9,0.02145
10,0.02155
11,0.02150
12,0.02125
13,0.02115
14,0.02129
15,0.02120
16,0.02124
17,0.02110
18,0.02099
19,0.02091
20,0.02091
